Orthogroup	Family	todMex	halSen	chlAen	ceyCya	calAnn	taeGut	todChl
OG0002903	a	1	1	1	1	1	1	2
OG0002904	a	1	1	1	1	1	1	2
OG0002905	a	2	1	1	1	1	1	1
OG0002906	a	1	1	1	1	1	2	1
OG0002907	a	1	1	1	1	1	1	2
OG0002908	a	1	1	1	1	1	2	1
OG0002909	a	1	1	1	2	1	1	1
OG0002910	a	1	1	1	1	1	2	1
OG0002911	a	1	1	1	1	1	1	2
OG0002912	a	2	1	1	1	1	1	1
OG0002913	a	1	1	0	1	1	3	1
OG0002914	a	1	1	1	1	2	1	1
OG0002915	a	2	1	1	1	1	1	1
OG0002916	a	1	1	1	1	2	1	1
OG0002917	a	1	1	1	2	1	1	1
OG0002918	a	1	1	2	1	1	1	1
OG0002919	a	1	1	1	1	1	2	1
OG0002920	a	3	2	2	1	0	0	0
OG0002921	a	1	0	0	1	0	2	4
OG0002922	a	1	1	1	2	1	1	1
OG0002923	a	1	1	1	1	2	1	1
OG0002924	a	1	1	1	1	2	1	1
OG0002925	a	1	1	1	1	2	1	1
OG0002926	a	1	1	1	1	2	1	1
OG0002927	a	1	1	1	1	1	2	1
OG0002928	a	1	1	1	1	1	2	1
OG0002929	a	1	1	1	1	2	1	1
OG0002930	a	1	1	1	1	1	2	1
OG0002931	a	1	1	1	2	1	1	1
OG0002932	a	1	1	1	1	1	2	1
OG0002933	a	1	1	1	1	1	2	1
OG0002934	a	1	0	0	1	1	4	1
OG0002935	a	1	1	1	1	2	1	1
OG0002936	a	1	1	1	1	1	2	1
OG0002937	a	2	1	1	1	1	1	1
OG0002938	a	1	1	1	1	2	1	1
OG0002939	a	3	3	1	1	0	0	0
OG0002940	a	1	1	0	1	2	2	1
OG0002941	a	1	1	1	1	1	2	1
OG0002942	a	1	1	1	1	1	2	1
OG0002943	a	1	1	1	1	1	2	1
OG0002944	a	1	1	1	1	1	2	1
OG0002945	a	1	1	1	1	1	2	1
OG0002946	a	2	1	1	1	1	1	1
OG0002947	a	1	1	1	1	1	2	1
OG0002948	a	1	1	1	2	1	1	1
OG0002949	a	1	1	1	1	1	2	1
OG0002950	a	1	1	0	2	1	2	1
OG0002951	a	1	1	1	1	2	1	1
OG0002952	a	1	1	1	2	1	1	1
OG0002953	a	1	1	1	1	1	1	2
OG0002954	a	2	1	1	1	1	1	1
OG0002955	a	1	1	1	1	1	2	1
OG0002956	a	1	1	0	2	2	1	1
OG0002957	a	1	1	1	1	1	2	1
OG0002958	a	1	1	1	1	1	2	1
OG0002959	a	1	1	1	0	3	1	1
OG0002960	a	1	1	1	1	1	2	1
OG0002961	a	1	1	1	0	1	3	1
OG0002962	a	1	1	1	2	1	1	1
OG0002963	a	1	1	1	1	2	1	1
OG0002964	a	1	1	1	1	1	2	1
OG0002965	a	1	1	1	1	2	1	1
OG0002966	a	1	1	0	1	1	3	1
OG0002967	a	1	1	0	2	2	1	1
OG0002968	a	1	1	1	2	1	1	1
OG0002969	a	1	1	1	2	1	1	1
OG0002970	a	1	2	1	1	1	1	1
OG0002971	a	1	1	1	2	1	1	1
OG0002972	a	1	1	1	1	1	1	2
OG0002973	a	1	1	1	1	2	1	1
OG0002974	a	1	1	1	1	1	2	1
OG0002975	a	2	1	1	1	1	1	1
OG0002976	a	2	1	1	1	1	1	1
OG0002977	a	1	1	1	1	1	2	1
OG0002978	a	1	1	1	1	2	1	1
OG0002979	a	1	1	1	2	1	1	1
OG0002980	a	1	1	1	1	1	2	1
OG0002981	a	1	1	1	2	1	1	1
OG0002982	a	3	1	1	1	1	1	0
OG0002983	a	1	2	0	2	1	1	1
OG0002984	a	1	1	1	1	1	2	1
OG0002985	a	1	1	1	1	1	2	1
OG0002986	a	1	1	1	1	1	2	1
OG0002987	a	1	1	1	0	3	1	1
OG0002988	a	1	1	1	1	2	1	1
OG0002989	a	1	1	1	1	1	2	1
OG0002990	a	1	1	1	2	1	1	1
OG0002991	a	1	1	1	1	1	1	2
OG0002992	a	1	1	1	2	1	1	1
OG0002993	a	1	1	1	1	1	2	1
OG0002994	a	1	2	1	1	1	1	1
OG0002995	a	1	1	1	2	1	1	1
OG0002996	a	1	1	1	1	1	2	1
OG0002997	a	1	1	0	1	1	3	1
OG0002998	a	1	1	1	1	1	2	1
OG0002999	a	1	1	1	2	1	1	1
OG0003000	a	1	1	1	2	1	1	1
OG0003001	a	1	2	0	2	1	1	1
OG0003002	a	1	1	1	1	1	2	1
OG0003003	a	1	1	1	2	1	1	1
OG0003004	a	1	1	1	2	1	1	1
OG0003005	a	1	1	1	1	1	2	1
OG0003006	a	1	1	1	1	1	2	1
OG0003007	a	2	1	1	1	1	1	1
OG0003008	a	1	1	1	2	1	1	1
OG0003009	a	1	1	1	1	1	2	1
OG0003010	a	1	2	1	1	1	1	1
OG0003011	a	2	1	1	1	1	1	1
OG0003012	a	1	1	1	1	2	1	1
OG0003013	a	1	1	1	2	1	1	1
OG0003014	a	1	1	1	1	1	2	1
OG0003015	a	1	1	1	1	1	2	1
OG0003016	a	1	1	1	1	2	1	1
OG0003017	a	1	1	1	0	2	2	1
OG0003018	a	1	1	0	1	3	1	1
OG0003019	a	1	1	1	2	1	1	1
OG0003020	a	1	1	1	1	1	2	1
OG0003021	a	1	1	1	0	2	3	0
OG0003022	a	1	1	0	0	0	5	1
OG0003023	a	1	1	1	0	2	2	1
OG0003024	a	1	1	0	1	3	1	1
OG0003025	a	1	1	1	1	2	1	1
OG0003026	a	1	1	1	2	1	1	1
OG0003027	a	1	1	1	1	2	1	1
OG0003028	a	1	1	1	1	1	1	2
OG0003029	a	1	1	1	1	2	1	1
OG0003030	a	1	2	2	3	0	0	0
OG0003031	a	1	1	1	0	1	3	1
OG0003032	a	1	1	1	1	2	1	1
OG0003033	a	1	1	1	1	1	2	1
OG0003034	a	2	1	1	0	1	2	1
OG0003035	a	1	1	1	1	1	2	1
OG0003036	a	1	1	1	2	1	1	1
OG0003037	a	1	1	1	1	1	2	1
OG0003038	a	1	1	1	1	2	1	1
OG0003039	a	1	1	1	1	2	1	1
OG0003040	a	1	1	2	1	1	1	1
OG0003041	a	1	1	1	1	1	2	1
OG0003042	a	1	1	1	1	1	2	1
OG0003043	a	1	1	1	1	1	2	1
OG0003044	a	1	1	1	2	1	1	1
OG0003045	a	1	1	0	1	1	3	1
OG0003046	a	1	1	1	1	1	2	1
OG0003047	a	1	1	1	1	1	2	1
OG0003048	a	2	1	1	1	1	1	1
OG0003049	a	1	1	1	2	1	1	1
OG0003050	a	1	1	0	1	1	3	1
OG0003051	a	1	1	1	2	0	2	1
OG0003052	a	1	1	1	1	1	2	1
OG0003053	a	1	1	1	1	1	1	2
OG0003054	a	1	1	1	1	1	2	1
OG0003055	a	1	1	1	1	1	2	1
OG0003056	a	1	1	1	2	1	1	1
OG0003057	a	1	1	1	1	1	2	1
OG0003058	a	1	1	1	2	1	1	1
OG0003059	a	1	1	1	1	1	2	1
OG0003060	a	1	1	1	0	2	1	2
OG0003061	a	1	1	1	1	2	1	1
OG0003062	a	1	1	1	1	1	2	1
OG0003063	a	1	1	1	1	1	2	1
OG0003064	a	1	1	1	0	3	1	1
OG0003065	a	1	1	1	1	1	2	1
OG0003066	a	1	1	1	1	1	2	1
OG0003067	a	1	1	1	1	1	1	2
OG0003068	a	1	1	0	1	1	2	2
OG0003069	a	1	1	1	1	2	1	1
OG0003070	a	1	1	1	1	1	1	2
OG0003071	a	2	2	1	0	1	1	1
OG0003072	a	1	1	1	1	1	2	1
OG0003073	a	1	1	1	1	1	2	1
OG0003074	a	1	1	0	0	1	1	4
OG0003075	a	1	1	1	1	2	1	1
OG0003076	a	1	1	1	1	1	2	1
OG0003077	a	1	1	1	2	1	1	1
OG0003078	a	1	1	1	2	1	1	1
OG0003079	a	1	1	1	2	1	1	1
OG0003080	a	1	1	1	1	2	1	1
OG0003081	a	1	1	1	1	1	2	1
OG0003082	a	1	1	1	1	1	2	1
OG0003083	a	1	1	1	2	1	1	1
OG0003084	a	1	1	1	1	1	1	2
OG0003085	a	1	1	1	2	0	3	0
OG0003086	a	1	1	1	1	1	2	1
OG0003087	a	1	1	1	1	1	2	1
OG0003088	a	1	1	1	0	1	3	1
OG0003089	a	1	1	1	2	1	1	1
OG0003090	a	1	1	1	2	1	1	1
OG0003091	a	1	1	1	2	1	1	1
OG0003092	a	1	0	0	1	1	3	2
OG0003093	a	1	1	1	1	1	2	1
OG0003094	a	1	1	1	1	1	2	1
OG0003095	a	1	1	1	1	2	1	1
OG0003096	a	1	1	1	1	2	1	1
OG0003097	a	1	1	1	2	1	1	1
OG0003098	a	1	1	1	1	1	2	1
OG0003099	a	1	1	1	1	1	2	1
OG0003100	a	1	0	1	1	3	1	1
OG0003101	a	1	1	1	2	1	1	1
OG0003102	a	1	1	1	1	1	2	1
OG0003103	a	1	1	1	1	1	2	1
OG0003104	a	1	1	1	1	2	1	1
OG0003105	a	1	1	1	1	2	1	1
OG0003106	a	1	1	1	2	1	1	1
OG0003107	a	1	1	1	1	1	2	1
OG0003108	a	1	1	1	0	3	1	1
OG0003109	a	1	1	1	1	2	1	1
OG0003110	a	1	1	1	1	1	2	1
OG0003111	a	1	1	1	0	3	1	1
OG0003112	a	1	1	1	1	1	2	1
OG0003113	a	2	1	1	1	1	1	1
OG0003114	a	2	1	1	1	1	1	1
OG0003115	a	1	1	1	1	1	2	1
OG0003116	a	1	1	1	2	1	1	1
OG0003117	a	1	2	1	1	1	1	1
OG0003118	a	1	1	1	2	1	1	1
OG0003119	a	1	1	1	1	1	2	1
OG0003120	a	1	1	1	2	1	1	1
OG0003121	a	1	1	1	1	2	1	1
OG0003122	a	1	1	1	2	1	1	1
OG0003123	a	1	1	1	2	1	1	1
OG0003124	a	1	1	1	1	1	2	1
OG0003125	a	1	1	2	1	1	1	1
OG0003126	a	1	1	1	2	1	1	1
OG0003127	a	1	1	1	1	1	2	1
OG0003128	a	1	1	1	1	2	1	1
OG0003129	a	1	1	1	1	1	2	1
OG0003130	a	1	1	1	1	1	2	1
OG0003131	a	1	1	1	2	1	1	1
OG0003132	a	1	1	1	1	1	2	1
OG0003133	a	1	0	0	1	3	2	1
OG0003134	a	1	1	0	0	2	2	2
OG0003135	a	1	1	1	1	1	2	1
OG0003136	a	1	1	1	1	1	2	1
OG0003137	a	1	1	1	1	1	2	1
OG0003138	a	1	1	1	1	1	2	1
OG0003139	a	1	2	1	1	1	1	1
OG0003140	a	1	1	1	1	1	2	1
OG0003141	a	1	2	1	1	1	1	1
OG0003142	a	1	2	1	1	1	1	1
OG0003143	a	1	2	1	0	1	2	1
OG0003144	a	2	1	1	1	1	1	1
OG0003145	a	1	1	1	1	1	2	1
OG0003146	a	1	1	1	0	2	2	1
OG0003147	a	1	1	1	2	1	1	1
OG0003148	a	1	1	1	1	1	2	1
OG0003149	a	1	1	1	1	2	1	1
OG0003150	a	1	1	1	1	1	2	1
OG0003151	a	1	1	1	1	1	2	1
OG0003152	a	1	1	1	1	2	1	1
OG0003153	a	1	1	1	1	1	1	2
OG0003154	a	1	1	1	2	1	1	1
OG0003155	a	1	1	2	1	1	1	1
OG0003156	a	1	1	1	0	1	2	2
OG0003157	a	1	1	1	2	1	1	1
OG0003158	a	1	1	1	1	2	1	1
OG0003159	a	1	1	2	1	1	1	1
OG0003160	a	1	1	1	1	1	2	1
OG0003161	a	1	1	1	1	1	1	2
OG0003162	a	1	1	1	1	1	2	1
OG0003163	a	1	1	1	1	1	2	1
OG0003164	a	1	1	1	2	1	1	1
OG0003165	a	1	1	1	1	1	2	1
OG0003166	a	1	1	2	1	1	1	1
OG0003167	a	1	1	1	1	2	1	1
OG0003168	a	1	1	1	2	1	1	1
OG0003169	a	1	1	1	2	1	1	1
OG0003170	a	1	1	1	1	1	2	1
OG0003171	a	1	1	1	1	1	2	1
OG0003172	a	1	1	1	0	0	1	4
OG0003173	a	1	1	1	2	1	1	1
OG0003174	a	1	4	1	2	0	0	0
OG0003175	a	1	1	1	1	3	1	0
OG0003176	a	1	1	1	1	1	2	1
OG0003177	a	1	1	1	1	3	0	1
OG0003178	a	1	1	1	2	1	1	1
OG0003179	a	1	1	1	2	1	1	1
OG0003180	a	1	1	1	1	1	1	2
OG0003181	a	1	1	1	1	1	2	1
OG0003182	a	1	1	1	1	2	1	1
OG0003183	a	1	1	1	1	1	2	1
OG0003184	a	1	1	1	1	2	1	1
OG0003185	a	1	1	2	1	1	1	1
OG0003186	a	1	1	1	1	3	0	1
OG0003187	a	1	1	1	1	1	2	1
OG0003188	a	1	2	1	1	1	1	1
OG0003189	a	1	1	1	1	2	1	1
OG0003190	a	1	1	1	1	2	1	1
OG0003191	a	1	2	2	0	1	1	1
OG0003192	a	1	1	1	1	2	1	1
OG0003193	a	1	1	1	0	4	0	1
OG0003194	a	1	1	1	1	1	2	1
OG0003195	a	1	1	1	1	2	1	1
OG0003196	a	1	1	1	1	2	1	1
OG0003197	a	1	1	1	1	2	1	1
OG0003198	a	1	1	1	1	1	2	1
OG0003199	a	1	1	1	1	1	2	1
OG0003200	a	1	1	1	1	2	1	1
OG0003201	a	1	1	1	0	2	2	1
OG0003202	a	1	1	1	1	3	0	1
OG0003203	a	1	1	1	1	1	1	2
OG0003204	a	1	1	1	1	2	1	1
OG0003205	a	1	1	1	2	1	1	1
OG0003206	a	1	1	1	0	1	3	1
OG0003207	a	1	1	1	1	1	2	1
OG0003208	a	1	1	1	1	1	2	1
OG0003209	a	1	1	1	1	1	2	1
OG0003210	a	1	1	1	1	1	2	1
OG0003211	a	1	1	1	1	2	1	1
OG0003212	a	1	1	1	2	1	1	1
OG0003213	a	1	1	2	2	1	1	0
OG0003214	a	1	1	0	1	3	1	1
OG0003215	a	1	1	1	1	1	1	2
OG0003216	a	1	1	1	1	2	1	1
OG0003217	a	1	1	1	1	2	1	1
OG0003218	a	1	1	1	1	1	2	1
OG0003219	a	1	1	1	1	1	2	1
OG0003220	a	1	1	1	1	1	2	1
OG0003221	a	0	1	1	1	1	3	1
OG0003222	a	0	1	1	0	1	1	4
OG0003223	a	0	2	1	1	2	2	0
OG0003224	a	0	1	1	1	1	3	1
OG0003225	a	0	1	1	0	2	2	2
OG0003226	a	0	1	1	1	1	3	1
OG0003227	a	0	1	1	0	2	2	2
OG0003228	a	0	1	1	1	3	1	1
OG0003229	a	0	1	1	1	3	1	1
OG0003230	a	0	1	1	0	1	4	1
OG0003231	a	0	1	1	2	2	1	1
OG0003232	a	0	1	1	1	2	2	1
OG0003233	a	0	1	1	0	1	4	1
OG0003234	a	0	1	1	2	1	2	1
OG0003235	a	0	1	1	2	1	2	1
OG0003236	a	0	1	1	1	2	2	1
OG0003237	a	0	1	1	1	1	3	1
OG0003238	a	0	1	1	0	1	4	1
OG0003239	a	0	1	1	0	3	2	1
OG0003240	a	0	1	1	1	2	2	1
OG0003241	a	0	1	2	0	1	3	1
OG0003242	a	0	1	1	0	2	3	1
OG0003243	a	0	1	1	0	1	4	1
OG0003244	a	0	1	1	1	1	3	1
OG0003245	a	0	1	1	1	3	1	1
OG0003246	a	0	1	1	0	2	3	1
OG0003247	a	0	1	1	0	2	2	2
OG0003248	a	0	2	2	1	1	1	1
OG0003249	a	0	1	1	1	3	1	1
OG0003250	a	0	1	1	1	3	1	1
OG0003251	a	0	1	1	1	1	3	1
OG0003252	a	0	1	1	1	2	2	1
OG0003253	a	0	1	1	0	2	2	2
OG0003254	a	0	1	1	1	3	1	1
OG0003255	a	0	1	1	1	1	3	1
OG0003256	a	0	1	1	1	1	3	1
OG0003257	a	0	1	0	1	3	2	1
OG0003258	a	0	1	1	0	2	2	2
OG0003259	a	0	1	1	1	1	3	1
OG0003260	a	0	1	1	1	1	2	2
OG0003261	a	0	1	1	1	3	1	1
OG0003262	a	0	1	1	1	1	2	2
OG0003263	a	0	1	1	0	2	2	2
OG0003264	a	0	1	1	1	2	3	0
OG0003265	a	0	1	1	1	1	3	1
OG0003266	a	0	1	1	1	3	1	1
OG0003267	a	0	1	1	0	2	2	2
OG0003268	a	0	1	1	0	4	1	1
OG0003269	a	0	1	1	1	1	3	1
OG0003270	a	0	1	2	2	1	1	1
OG0003271	a	0	2	1	0	2	1	2
OG0003272	a	0	1	1	1	1	3	1
OG0003273	a	0	1	1	1	1	3	1
OG0003274	a	0	1	1	2	1	2	1
OG0003275	a	0	1	2	0	1	3	1
OG0003276	a	0	1	1	1	1	3	1
OG0003277	a	0	1	1	1	1	2	2
OG0003278	a	0	1	1	1	1	3	1
OG0003279	a	0	1	1	0	1	4	1
OG0003280	a	0	1	1	1	1	3	1
OG0003281	a	0	1	1	1	3	1	1
OG0003282	a	0	1	1	1	1	3	1
OG0003283	a	0	1	1	1	2	2	1
OG0003284	a	0	1	1	1	1	3	1
OG0003285	a	0	1	1	1	1	2	2
OG0003286	a	0	1	1	1	1	2	2
OG0003287	a	0	1	1	1	2	2	1
OG0003288	a	0	1	1	1	3	1	1
OG0003289	a	0	1	1	0	2	3	1
OG0003290	a	0	1	1	1	2	1	2
OG0003291	a	0	1	1	1	2	2	1
OG0003292	a	0	1	1	0	3	1	2
OG0003293	a	0	1	1	1	1	3	1
OG0003294	a	0	2	1	1	1	1	2
OG0003295	a	0	1	1	2	1	2	1
OG0003296	a	0	1	0	1	2	3	1
OG0003297	a	0	1	1	2	1	2	1
OG0003298	a	0	2	0	0	2	2	2
OG0003299	a	0	1	1	0	2	2	2
OG0003300	a	0	1	1	0	1	4	1
OG0003301	a	0	1	1	1	1	3	1
OG0003302	a	0	1	1	1	1	3	1
OG0003303	a	0	2	1	1	2	2	0
OG0003304	a	0	1	1	1	2	1	2
OG0003305	a	0	1	1	1	2	2	1
OG0003306	a	0	1	1	0	1	4	1
OG0003307	a	0	1	1	0	2	2	2
OG0003308	a	0	1	1	1	1	2	2
OG0003309	a	0	1	1	1	3	1	1
OG0003310	a	0	1	1	1	3	1	1
OG0003311	a	0	1	1	1	2	2	1
OG0003312	a	0	1	1	1	2	2	1
OG0003313	a	0	1	1	1	2	2	1
OG0003314	a	0	1	1	1	2	2	1
OG0003315	a	0	1	1	1	3	1	1
OG0003316	a	0	1	1	1	1	3	1
OG0003317	a	0	1	1	0	2	2	2
OG0003318	a	0	1	1	1	1	3	1
OG0003319	a	0	2	0	2	1	1	2
OG0003320	a	0	1	1	1	1	3	1
OG0003321	a	0	1	1	0	4	1	1
OG0003322	a	0	1	1	1	3	1	1
OG0003323	a	0	1	1	1	3	1	1
OG0003324	a	0	1	1	0	1	3	2
OG0003325	a	0	1	2	4	0	0	1
OG0003326	a	0	1	1	0	2	2	2
OG0003327	a	0	1	1	3	1	1	1
OG0003328	a	0	1	1	1	2	2	1
OG0003329	a	0	1	1	1	3	1	1
OG0003330	a	0	1	1	1	1	3	1
OG0003331	a	0	1	2	1	2	1	1
OG0003332	a	0	1	1	1	2	2	1
OG0003333	a	0	1	1	1	2	2	1
OG0003334	a	0	2	2	0	1	1	2
OG0003335	a	0	1	3	1	1	1	1
OG0003336	a	0	2	0	0	2	2	2
OG0003337	a	0	2	2	2	0	0	2
OG0003338	a	0	2	0	1	2	1	2
OG0003339	a	0	1	1	0	2	3	1
OG0003340	a	0	1	0	0	2	0	5
OG0003341	a	0	1	0	1	1	1	4
OG0003342	a	0	1	0	2	0	1	4
OG0003343	a	0	1	1	1	0	5	0
OG0003344	a	0	0	2	1	2	2	1
OG0003345	a	0	0	1	0	1	5	1
OG0003346	a	0	0	1	0	5	1	1
OG0003347	a	0	0	1	1	1	1	4
OG0003348	a	0	0	1	0	4	2	1
OG0003349	a	0	0	0	1	2	3	2
OG0003350	a	0	0	0	0	8	0	0
OG0003351	a	0	0	0	0	5	2	1
OG0003352	a	0	0	0	0	4	3	1
OG0003353	a	0	0	0	0	8	0	0
OG0003354	a	0	0	0	0	0	7	1
OG0003355	a	0	0	0	0	0	7	1
OG0003356	a	0	0	0	0	0	8	0
OG0003357	a	0	0	0	0	0	8	0
OG0003358	a	0	0	0	0	0	0	8
OG0003359	a	1	1	1	1	1	1	1
OG0003360	a	1	1	1	1	1	1	1
OG0003361	a	1	1	1	1	1	1	1
OG0003362	a	1	1	0	1	1	2	1
OG0003363	a	2	2	2	1	0	0	0
OG0003364	a	1	1	0	1	2	1	1
OG0003365	a	1	1	1	0	1	2	1
OG0003366	a	1	1	1	1	1	1	1
OG0003367	a	1	1	1	1	1	1	1
OG0003368	a	1	1	1	1	1	1	1
OG0003369	a	1	1	1	1	1	1	1
OG0003370	a	1	1	0	1	2	1	1
OG0003371	a	1	1	1	1	1	1	1
OG0003372	a	1	1	1	0	1	1	2
OG0003373	a	1	1	1	1	1	1	1
OG0003374	a	1	1	1	1	1	1	1
OG0003375	a	1	1	1	1	1	1	1
OG0003376	a	1	1	1	1	1	1	1
OG0003377	a	1	1	1	1	1	1	1
OG0003378	a	1	1	1	1	1	1	1
OG0003379	a	1	1	1	0	1	2	1
OG0003380	a	1	1	1	1	1	1	1
OG0003381	a	1	1	1	1	1	1	1
OG0003382	a	1	1	1	1	1	1	1
OG0003383	a	1	1	1	1	1	1	1
OG0003384	a	1	1	1	1	1	1	1
OG0003385	a	1	1	1	1	1	1	1
OG0003386	a	1	1	1	1	1	1	1
OG0003387	a	1	1	1	0	2	1	1
OG0003388	a	1	1	1	1	1	1	1
OG0003389	a	1	1	0	2	1	1	1
OG0003390	a	1	1	1	1	1	1	1
OG0003391	a	1	1	1	1	1	1	1
OG0003392	a	1	1	1	1	1	1	1
OG0003393	a	1	1	1	0	1	2	1
OG0003394	a	1	1	1	1	1	1	1
OG0003395	a	1	1	1	1	1	1	1
OG0003396	a	1	1	1	1	1	1	1
OG0003397	a	1	1	1	1	1	1	1
OG0003398	a	1	0	1	1	1	3	0
OG0003399	a	1	1	1	1	1	1	1
OG0003400	a	1	0	1	1	2	1	1
OG0003401	a	1	1	1	1	1	1	1
OG0003402	a	1	1	1	1	1	1	1
OG0003403	a	1	1	1	1	1	1	1
OG0003404	a	1	1	1	1	1	1	1
OG0003405	a	1	1	1	1	1	1	1
OG0003406	a	1	1	1	1	1	1	1
OG0003407	a	1	1	1	1	1	1	1
OG0003408	a	1	1	1	1	1	1	1
OG0003409	a	1	1	1	1	1	1	1
OG0003410	a	1	1	1	1	1	1	1
OG0003411	a	1	1	1	1	1	1	1
OG0003412	a	1	1	1	0	1	2	1
OG0003413	a	1	1	1	1	1	1	1
OG0003414	a	1	1	1	1	1	1	1
OG0003415	a	1	1	1	1	1	1	1
OG0003416	a	1	1	1	1	1	1	1
OG0003417	a	1	1	1	1	1	1	1
OG0003418	a	1	1	1	0	1	2	1
OG0003419	a	1	1	1	1	1	1	1
OG0003420	a	1	1	1	1	1	1	1
OG0003421	a	1	1	1	1	1	1	1
OG0003422	a	1	1	1	1	1	1	1
OG0003423	a	1	1	1	1	1	1	1
OG0003424	a	1	1	0	2	1	1	1
OG0003425	a	1	1	1	1	1	1	1
OG0003426	a	2	1	1	1	0	1	1
OG0003427	a	1	1	1	1	1	1	1
OG0003428	a	1	1	1	1	1	1	1
OG0003429	a	1	1	1	1	1	1	1
OG0003430	a	1	1	1	1	1	1	1
OG0003431	a	1	1	1	1	1	1	1
OG0003432	a	1	1	1	1	1	1	1
OG0003433	a	1	1	1	1	1	1	1
OG0003434	a	1	1	1	1	1	1	1
OG0003435	a	1	1	1	1	1	1	1
OG0003436	a	1	1	1	1	1	1	1
OG0003437	a	2	1	2	1	0	0	1
OG0003438	a	1	1	1	1	1	1	1
OG0003439	a	1	1	1	1	1	1	1
OG0003440	a	1	1	1	1	1	1	1
OG0003441	a	1	1	1	1	1	1	1
OG0003442	a	1	1	1	1	1	1	1
OG0003443	a	1	1	1	1	1	1	1
OG0003444	a	1	1	1	1	1	1	1
OG0003445	a	1	1	1	1	1	1	1
OG0003446	a	1	1	1	1	1	1	1
OG0003447	a	1	1	1	1	1	1	1
OG0003448	a	1	1	1	1	1	1	1
OG0003449	a	1	1	1	1	1	1	1
OG0003450	a	1	1	1	1	1	1	1
OG0003451	a	2	1	0	1	1	1	1
OG0003452	a	1	1	1	1	1	1	1
OG0003453	a	1	1	1	1	1	1	1
OG0003454	a	1	1	1	1	1	1	1
OG0003455	a	1	1	1	1	1	1	1
OG0003456	a	1	1	1	1	1	1	1
OG0003457	a	1	1	1	1	1	1	1
OG0003458	a	1	0	0	1	1	3	1
OG0003459	a	1	1	1	1	1	1	1
OG0003460	a	1	1	1	1	1	1	1
OG0003461	a	1	1	1	1	1	1	1
OG0003462	a	1	1	1	1	1	1	1
OG0003463	a	1	1	1	1	1	1	1
OG0003464	a	1	1	1	1	1	1	1
OG0003465	a	1	1	1	0	2	1	1
OG0003466	a	1	1	1	1	1	1	1
OG0003467	a	1	1	0	1	1	2	1
OG0003468	a	1	1	1	1	1	1	1
OG0003469	a	1	1	1	1	1	1	1
OG0003470	a	1	1	1	1	1	1	1
OG0003471	a	1	1	1	1	1	1	1
OG0003472	a	1	1	1	1	1	1	1
OG0003473	a	1	1	1	1	1	1	1
OG0003474	a	1	1	1	1	1	1	1
OG0003475	a	1	1	1	1	1	1	1
OG0003476	a	1	1	1	1	1	1	1
OG0003477	a	1	1	1	1	1	1	1
OG0003478	a	1	1	0	2	1	1	1
OG0003479	a	1	1	1	1	1	1	1
OG0003480	a	1	1	1	1	1	1	1
OG0003481	a	1	1	1	1	1	1	1
OG0003482	a	1	1	1	1	1	1	1
OG0003483	a	1	1	1	1	1	1	1
OG0003484	a	1	1	1	1	1	1	1
OG0003485	a	1	1	1	1	1	1	1
OG0003486	a	1	1	1	1	1	1	1
OG0003487	a	1	1	1	1	1	1	1
OG0003488	a	1	1	1	1	1	1	1
OG0003489	a	1	1	1	0	1	2	1
OG0003490	a	1	1	1	1	1	1	1
OG0003491	a	1	1	1	1	1	1	1
OG0003492	a	1	1	1	1	1	1	1
OG0003493	a	1	1	1	1	1	1	1
OG0003494	a	1	1	1	1	1	1	1
OG0003495	a	1	1	1	1	1	1	1
OG0003496	a	1	1	1	1	1	1	1
OG0003497	a	1	1	1	1	1	1	1
OG0003498	a	1	1	1	1	1	1	1
OG0003499	a	1	1	1	1	1	1	1
OG0003500	a	1	1	1	0	1	2	1
OG0003501	a	1	1	1	0	1	2	1
OG0003502	a	1	1	1	1	1	1	1
OG0003503	a	1	1	1	1	1	2	0
OG0003504	a	1	1	1	1	1	1	1
OG0003505	a	1	1	1	1	1	1	1
OG0003506	a	1	1	1	1	1	1	1
OG0003507	a	1	1	1	1	1	1	1
OG0003508	a	1	1	1	1	1	1	1
OG0003509	a	1	1	1	1	1	1	1
OG0003510	a	1	1	1	1	1	1	1
OG0003511	a	1	1	1	1	1	1	1
OG0003512	a	1	1	1	1	1	1	1
OG0003513	a	1	1	1	1	1	1	1
OG0003514	a	1	1	1	1	1	1	1
OG0003515	a	1	1	1	1	1	1	1
OG0003516	a	1	1	1	1	1	1	1
OG0003517	a	2	1	0	1	1	1	1
OG0003518	a	1	1	1	1	1	1	1
OG0003519	a	1	1	1	1	1	1	1
OG0003520	a	1	1	1	1	1	1	1
OG0003521	a	1	1	1	1	1	1	1
OG0003522	a	1	1	1	1	0	1	2
OG0003523	a	1	1	1	1	1	1	1
OG0003524	a	1	1	1	1	1	1	1
OG0003525	a	1	1	1	1	1	1	1
OG0003526	a	1	1	1	1	1	1	1
OG0003527	a	1	1	1	0	1	2	1
OG0003528	a	1	1	1	1	1	1	1
OG0003529	a	1	1	1	1	1	1	1
OG0003530	a	1	1	1	1	1	1	1
OG0003531	a	1	1	1	1	1	1	1
OG0003532	a	1	1	1	1	1	1	1
OG0003533	a	1	1	1	1	1	1	1
OG0003534	a	1	1	1	1	1	1	1
OG0003535	a	1	1	1	1	1	1	1
OG0003536	a	1	1	1	1	1	1	1
