Orthogroup	Family	todMex	halSen	chlAen	ceyCya	calAnn	taeGut	todChl
OG0011358	a	0	1	1	0	1	1	1
OG0011359	a	0	1	1	0	1	1	1
OG0011360	a	0	1	0	1	1	1	1
OG0011361	a	0	1	1	0	1	1	1
OG0011362	a	0	1	1	0	1	1	1
OG0011363	a	0	1	1	0	1	1	1
OG0011364	a	0	1	0	1	1	1	1
OG0011365	a	0	1	0	1	1	1	1
OG0011366	a	0	1	1	0	1	1	1
OG0011367	a	0	1	0	1	1	1	1
OG0011368	a	0	1	0	1	1	1	1
OG0011369	a	0	1	1	0	1	1	1
OG0011370	a	0	1	1	0	1	1	1
OG0011371	a	0	1	1	0	1	1	1
OG0011372	a	0	1	1	0	1	1	1
OG0011373	a	0	1	0	1	1	1	1
OG0011374	a	0	1	0	1	1	1	1
OG0011375	a	0	1	0	1	1	1	1
OG0011376	a	0	1	0	1	1	1	1
OG0011377	a	0	1	0	0	1	1	2
OG0011378	a	0	1	1	0	1	1	1
OG0011379	a	0	1	0	1	1	1	1
OG0011380	a	0	1	0	1	1	1	1
OG0011381	a	0	1	1	0	1	1	1
OG0011382	a	0	1	1	0	1	1	1
OG0011383	a	0	1	1	1	1	1	0
OG0011384	a	0	1	1	1	1	1	0
OG0011385	a	0	1	1	1	1	1	0
OG0011386	a	0	1	1	0	1	1	1
OG0011387	a	0	1	1	1	1	1	0
OG0011388	a	0	1	1	0	1	1	1
OG0011389	a	0	1	1	0	1	1	1
OG0011390	a	0	1	1	1	0	1	1
OG0011391	a	0	1	1	0	1	1	1
OG0011392	a	0	1	1	0	1	1	1
OG0011393	a	0	1	1	0	1	1	1
OG0011394	a	0	1	0	1	1	1	1
OG0011395	a	0	1	1	0	1	1	1
OG0011396	a	0	1	1	0	1	1	1
OG0011397	a	0	1	1	1	0	1	1
OG0011398	a	0	1	1	0	1	1	1
OG0011399	a	0	1	1	0	1	1	1
OG0011400	a	0	1	1	0	1	1	1
OG0011401	a	0	1	1	1	1	1	0
OG0011402	a	0	1	1	0	1	1	1
OG0011403	a	0	1	1	0	1	1	1
OG0011404	a	0	1	1	0	1	1	1
OG0011405	a	0	1	0	1	1	1	1
OG0011406	a	0	1	1	0	1	1	1
OG0011407	a	0	1	1	0	1	1	1
OG0011408	a	0	1	1	1	0	1	1
OG0011409	a	0	1	0	1	1	1	1
OG0011410	a	0	1	1	0	1	1	1
OG0011411	a	0	1	1	1	1	1	0
OG0011412	a	0	1	0	1	1	1	1
OG0011413	a	0	1	1	0	1	1	1
OG0011414	a	0	1	0	1	1	1	1
OG0011415	a	0	1	1	0	1	1	1
OG0011416	a	0	1	1	0	1	1	1
OG0011417	a	0	1	1	0	1	1	1
OG0011418	a	0	1	1	0	1	1	1
OG0011419	a	0	1	0	1	1	1	1
OG0011420	a	0	1	1	0	1	1	1
OG0011421	a	0	1	1	1	0	1	1
OG0011422	a	0	1	1	1	1	0	1
OG0011423	a	0	1	1	0	1	1	1
OG0011424	a	0	1	1	1	0	1	1
OG0011425	a	0	1	1	0	1	1	1
OG0011426	a	0	1	1	0	1	1	1
OG0011427	a	0	1	1	0	1	1	1
OG0011428	a	0	1	1	0	1	1	1
OG0011429	a	0	1	1	0	1	1	1
OG0011430	a	0	1	1	0	1	1	1
OG0011431	a	0	1	0	0	1	1	2
OG0011432	a	0	1	0	1	1	1	1
OG0011433	a	0	1	1	0	1	1	1
OG0011434	a	0	1	1	0	1	1	1
OG0011435	a	0	1	1	0	1	1	1
OG0011436	a	0	1	1	0	1	1	1
OG0011437	a	0	1	0	1	1	1	1
OG0011438	a	0	1	1	1	1	1	0
OG0011439	a	0	1	1	0	1	1	1
OG0011440	a	0	1	1	1	0	1	1
OG0011441	a	0	1	1	0	1	1	1
OG0011442	a	0	1	1	0	1	1	1
OG0011443	a	0	1	1	0	1	1	1
OG0011444	a	0	1	1	0	1	1	1
OG0011445	a	0	1	0	1	1	1	1
OG0011446	a	0	1	1	0	1	1	1
OG0011447	a	0	1	1	1	1	1	0
OG0011448	a	0	1	1	1	1	1	0
OG0011449	a	0	1	1	0	1	1	1
OG0011450	a	0	1	0	1	1	1	1
OG0011451	a	0	1	0	1	1	1	1
OG0011452	a	0	1	0	1	1	1	1
OG0011453	a	0	1	0	1	1	1	1
OG0011454	a	0	1	1	0	1	1	1
OG0011455	a	0	1	1	1	1	1	0
OG0011456	a	0	1	0	1	1	1	1
OG0011457	a	0	1	0	1	1	1	1
OG0011458	a	0	1	0	0	1	1	2
OG0011459	a	0	1	1	0	1	1	1
OG0011460	a	0	1	1	0	1	1	1
OG0011461	a	0	1	0	0	1	1	2
OG0011462	a	0	1	1	0	1	1	1
OG0011463	a	0	1	1	1	1	1	0
OG0011464	a	0	1	1	0	1	1	1
OG0011465	a	0	1	1	1	1	1	0
OG0011466	a	0	1	1	1	1	0	1
OG0011467	a	0	1	1	0	1	1	1
OG0011468	a	0	1	1	0	1	1	1
OG0011469	a	0	1	1	0	1	1	1
OG0011470	a	0	1	1	0	1	1	1
OG0011471	a	0	1	1	0	1	1	1
OG0011472	a	0	1	1	1	1	1	0
OG0011473	a	0	1	1	0	1	1	1
OG0011474	a	0	1	0	0	0	4	0
OG0011475	a	0	5	0	0	0	0	0
OG0011476	a	0	1	2	2	0	0	0
OG0011477	a	0	1	1	0	1	1	1
OG0011478	a	0	1	1	0	1	1	1
OG0011479	a	0	1	1	0	1	1	1
OG0011480	a	0	1	1	0	1	1	1
OG0011481	a	0	1	1	1	1	1	0
OG0011482	a	0	1	1	0	1	1	1
OG0011483	a	0	1	1	0	1	1	1
OG0011484	a	0	1	1	0	1	1	1
OG0011485	a	0	1	0	1	1	1	1
OG0011486	a	0	1	0	1	1	2	0
OG0011487	a	0	1	0	1	1	1	1
OG0011488	a	0	1	0	1	1	1	1
OG0011489	a	0	1	0	1	1	1	1
OG0011490	a	0	1	1	1	1	1	0
OG0011491	a	0	1	1	0	1	1	1
OG0011492	a	0	1	1	0	1	1	1
OG0011493	a	0	1	1	0	1	1	1
OG0011494	a	0	1	1	0	1	1	1
OG0011495	a	0	1	1	0	1	1	1
OG0011496	a	0	1	1	0	1	1	1
OG0011497	a	0	1	0	1	1	1	1
OG0011498	a	0	1	0	1	1	1	1
OG0011499	a	0	1	1	0	1	1	1
OG0011500	a	0	1	1	0	1	1	1
OG0011501	a	0	1	0	1	1	1	1
OG0011502	a	0	1	0	1	1	1	1
OG0011503	a	0	1	1	0	1	1	1
OG0011504	a	0	1	0	1	1	1	1
OG0011505	a	0	1	1	1	1	1	0
OG0011506	a	0	1	1	0	1	1	1
OG0011507	a	0	1	1	0	1	1	1
OG0011508	a	0	1	1	0	1	1	1
OG0011509	a	0	1	1	0	1	1	1
OG0011510	a	0	1	1	0	1	1	1
OG0011511	a	0	1	1	0	1	1	1
OG0011512	a	0	1	1	0	1	1	1
OG0011513	a	0	1	0	1	1	2	0
OG0011514	a	0	1	1	0	1	1	1
OG0011515	a	0	1	1	0	1	1	1
OG0011516	a	0	1	1	0	1	1	1
OG0011517	a	0	1	1	1	1	0	1
OG0011518	a	0	1	1	0	1	1	1
OG0011519	a	0	1	1	0	1	1	1
OG0011520	a	0	1	1	1	0	1	1
OG0011521	a	0	1	0	1	1	1	1
OG0011522	a	0	1	1	1	0	1	1
OG0011523	a	0	1	1	0	1	1	1
OG0011524	a	0	1	1	0	1	1	1
OG0011525	a	0	1	0	1	1	1	1
OG0011526	a	0	1	1	0	1	1	1
OG0011527	a	0	1	1	1	1	1	0
OG0011528	a	0	1	1	0	1	1	1
OG0011529	a	0	1	1	0	1	1	1
OG0011530	a	0	1	1	0	1	1	1
OG0011531	a	0	1	1	0	1	1	1
OG0011532	a	0	1	1	1	0	1	1
OG0011533	a	0	1	1	0	1	1	1
OG0011534	a	0	1	1	0	1	1	1
OG0011535	a	0	1	0	0	1	1	2
OG0011536	a	0	1	0	1	1	1	1
OG0011537	a	0	1	0	1	1	1	1
OG0011538	a	0	1	0	1	1	1	1
OG0011539	a	0	1	0	1	1	1	1
OG0011540	a	0	1	0	1	1	1	1
OG0011541	a	0	1	1	1	1	0	1
OG0011542	a	0	1	0	1	1	1	1
OG0011543	a	0	1	1	0	1	0	2
OG0011544	a	0	1	1	0	1	1	1
OG0011545	a	0	1	1	0	1	1	1
OG0011546	a	0	1	0	1	1	1	1
OG0011547	a	0	1	1	1	1	1	0
OG0011548	a	0	1	1	1	1	1	0
OG0011549	a	0	1	1	0	2	1	0
OG0011550	a	0	1	1	0	1	1	1
OG0011551	a	0	1	0	1	1	1	1
OG0011552	a	0	1	1	0	1	1	1
OG0011553	a	0	1	0	1	1	1	1
OG0011554	a	0	1	0	1	1	1	1
OG0011555	a	0	1	0	1	1	1	1
OG0011556	a	0	1	0	1	1	1	1
OG0011557	a	0	1	0	1	1	1	1
OG0011558	a	0	1	1	0	1	1	1
OG0011559	a	0	1	1	0	1	1	1
OG0011560	a	0	1	0	1	0	1	2
OG0011561	a	0	1	1	0	1	1	1
OG0011562	a	0	1	0	1	1	1	1
OG0011563	a	0	1	0	0	2	1	1
OG0011564	a	0	1	0	1	1	1	1
OG0011565	a	0	1	0	1	1	1	1
OG0011566	a	0	1	1	1	1	1	0
OG0011567	a	0	2	1	0	1	1	0
OG0011568	a	0	1	0	2	1	1	0
OG0011569	a	0	1	0	1	1	1	1
OG0011570	a	0	1	1	0	1	1	1
OG0011571	a	0	1	0	1	0	2	1
OG0011572	a	0	1	1	0	2	1	0
OG0011573	a	0	1	0	2	0	1	1
OG0011574	a	0	1	0	1	1	1	1
OG0011575	a	0	1	1	0	1	1	1
OG0011576	a	0	1	0	0	2	2	0
OG0011577	a	0	1	1	0	1	1	1
OG0011578	a	0	1	0	0	1	1	2
OG0011579	a	0	1	0	0	3	1	0
OG0011580	a	0	1	0	0	2	1	1
OG0011581	a	0	1	1	1	1	1	0
OG0011582	a	0	1	0	1	1	1	1
OG0011583	a	0	1	1	0	1	1	1
OG0011584	a	0	1	0	0	1	1	2
OG0011585	a	0	1	0	1	1	1	1
OG0011586	a	0	1	0	1	1	1	1
OG0011587	a	0	1	1	0	2	1	0
OG0011588	a	0	1	0	1	0	2	1
OG0011589	a	0	1	0	0	0	0	4
OG0011590	a	0	1	0	1	1	1	1
OG0011591	a	0	1	0	1	1	1	1
OG0011592	a	0	1	1	3	0	0	0
OG0011593	a	0	3	0	2	0	0	0
OG0011594	a	0	1	1	1	1	1	0
OG0011595	a	0	1	0	1	0	1	2
OG0011596	a	0	2	1	2	0	0	0
OG0011597	a	0	1	0	1	1	1	1
OG0011598	a	0	1	0	0	1	1	2
OG0011599	a	0	0	1	1	1	1	1
OG0011600	a	0	0	1	1	1	1	1
OG0011601	a	0	0	1	0	2	1	1
OG0011602	a	0	0	1	1	1	1	1
OG0011603	a	0	0	1	1	1	1	1
OG0011604	a	0	0	1	1	1	1	1
OG0011605	a	0	0	1	1	1	1	1
OG0011606	a	0	0	1	1	1	1	1
OG0011607	a	0	0	1	1	1	1	1
OG0011608	a	0	0	1	1	1	1	1
OG0011609	a	0	0	1	1	1	1	1
OG0011610	a	0	0	1	1	1	1	1
OG0011611	a	0	0	1	1	1	1	1
OG0011612	a	0	0	1	1	1	1	1
OG0011613	a	0	0	1	1	1	1	1
OG0011614	a	0	0	1	1	1	1	1
OG0011615	a	0	0	1	1	1	1	1
OG0011616	a	0	0	1	1	1	1	1
OG0011617	a	0	0	1	1	1	1	1
OG0011618	a	0	0	1	1	1	1	1
OG0011619	a	0	0	1	1	1	1	1
OG0011620	a	0	0	1	1	1	1	1
OG0011621	a	0	0	1	1	1	1	1
OG0011622	a	0	0	1	1	1	1	1
OG0011623	a	0	0	1	0	1	1	2
OG0011624	a	0	0	1	1	1	1	1
OG0011625	a	0	0	1	1	1	1	1
OG0011626	a	0	0	1	1	1	1	1
OG0011627	a	0	0	1	1	1	1	1
OG0011628	a	0	0	1	1	1	1	1
OG0011629	a	0	0	1	1	1	1	1
OG0011630	a	0	0	1	1	1	1	1
OG0011631	a	0	0	1	1	1	1	1
OG0011632	a	0	0	1	1	1	1	1
OG0011633	a	0	0	1	1	1	1	1
OG0011634	a	0	0	1	1	1	1	1
OG0011635	a	0	0	1	1	1	1	1
OG0011636	a	0	0	1	1	1	1	1
OG0011637	a	0	0	1	1	1	1	1
OG0011638	a	0	0	1	1	1	1	1
OG0011639	a	0	0	1	1	1	1	1
OG0011640	a	0	0	1	1	1	1	1
OG0011641	a	0	0	1	0	2	1	1
OG0011642	a	0	0	1	1	1	1	1
OG0011643	a	0	0	1	1	1	1	1
OG0011644	a	0	0	1	1	1	1	1
OG0011645	a	0	0	1	1	1	1	1
OG0011646	a	0	0	1	1	1	1	1
OG0011647	a	0	0	1	0	2	1	1
OG0011648	a	0	0	1	1	1	1	1
OG0011649	a	0	0	1	1	1	1	1
OG0011650	a	0	0	1	1	0	0	3
OG0011651	a	0	0	1	1	1	1	1
OG0011652	a	0	0	1	1	1	1	1
OG0011653	a	0	0	1	1	1	1	1
OG0011654	a	0	0	1	1	1	1	1
OG0011655	a	0	0	1	1	1	1	1
OG0011656	a	0	0	1	0	2	1	1
OG0011657	a	0	0	1	1	1	1	1
OG0011658	a	0	0	1	1	1	1	1
OG0011659	a	0	0	1	1	1	1	1
OG0011660	a	0	0	1	1	1	1	1
OG0011661	a	0	0	1	1	1	1	1
OG0011662	a	0	0	1	1	1	1	1
OG0011663	a	0	0	1	1	1	1	1
OG0011664	a	0	0	1	1	1	1	1
OG0011665	a	0	0	1	1	1	1	1
OG0011666	a	0	0	1	0	1	2	1
OG0011667	a	0	0	1	1	1	1	1
OG0011668	a	0	0	1	1	1	1	1
OG0011669	a	0	0	1	1	1	1	1
OG0011670	a	0	0	1	1	1	1	1
OG0011671	a	0	0	1	1	1	1	1
OG0011672	a	0	0	1	1	1	1	1
OG0011673	a	0	0	1	1	1	1	1
OG0011674	a	0	0	1	1	1	1	1
OG0011675	a	0	0	1	1	1	1	1
OG0011676	a	0	0	1	0	1	2	1
OG0011677	a	0	0	1	1	1	1	1
OG0011678	a	0	0	1	1	1	1	1
OG0011679	a	0	0	1	1	1	1	1
OG0011680	a	0	0	1	1	1	1	1
OG0011681	a	0	0	1	1	1	1	1
OG0011682	a	0	0	1	1	1	1	1
OG0011683	a	0	0	1	1	1	1	1
OG0011684	a	0	0	1	1	1	1	1
OG0011685	a	0	0	1	1	1	1	1
OG0011686	a	0	0	1	1	1	1	1
OG0011687	a	0	0	1	1	1	1	1
OG0011688	a	0	0	1	1	1	1	1
OG0011689	a	0	0	1	0	1	1	2
OG0011690	a	0	0	0	1	2	1	1
OG0011691	a	0	0	0	1	1	1	2
OG0011692	a	0	0	0	3	1	1	0
OG0011693	a	0	0	0	5	0	0	0
OG0011694	a	0	0	0	1	0	2	2
OG0011695	a	0	0	0	2	1	1	1
OG0011696	a	0	0	0	1	2	1	1
OG0011697	a	0	0	0	1	1	1	2
OG0011698	a	0	0	0	1	2	1	1
OG0011699	a	0	0	0	1	1	1	2
OG0011700	a	0	0	0	2	1	1	1
OG0011701	a	0	0	0	1	1	2	1
OG0011702	a	0	0	0	0	1	4	0
OG0011703	a	0	0	0	0	2	2	1
OG0011704	a	0	0	0	0	2	2	1
OG0011705	a	0	0	0	0	1	3	1
OG0011706	a	0	0	0	0	1	2	2
OG0011707	a	0	0	0	0	3	1	1
OG0011708	a	0	0	0	0	1	3	1
OG0011709	a	0	0	0	0	3	1	1
OG0011710	a	0	0	0	0	1	3	1
OG0011711	a	0	0	0	0	3	1	1
OG0011712	a	0	0	0	0	2	1	2
OG0011713	a	0	0	0	0	2	2	1
OG0011714	a	0	0	0	0	2	2	1
OG0011715	a	0	0	0	0	1	2	2
OG0011716	a	0	0	0	0	1	3	1
OG0011717	a	0	0	0	0	1	3	1
OG0011718	a	0	0	0	0	1	3	1
OG0011719	a	0	0	0	0	1	3	1
OG0011720	a	0	0	0	0	1	3	1
OG0011721	a	0	0	0	0	3	1	1
OG0011722	a	0	0	0	0	1	2	2
OG0011723	a	0	0	0	0	5	0	0
OG0011724	a	0	0	0	0	1	3	1
OG0011725	a	0	0	0	0	2	1	2
OG0011726	a	0	0	0	0	1	3	1
OG0011727	a	0	0	0	0	1	0	4
OG0011728	a	0	0	0	0	1	0	4
OG0011729	a	0	0	0	0	4	0	1
OG0011730	a	0	0	0	0	0	5	0
OG0011731	a	0	0	0	0	0	5	0
OG0011732	a	0	0	0	0	0	5	0
OG0011733	a	0	0	0	0	0	5	0
OG0011734	a	0	0	0	0	0	0	5
OG0011735	a	0	0	0	0	0	0	5
OG0011736	a	0	0	0	0	0	0	5
OG0011737	a	0	0	0	0	0	0	5
OG0011738	a	0	0	0	0	0	0	5
OG0011739	a	0	0	0	0	0	0	5
OG0011740	a	0	0	0	0	0	0	5
OG0011741	a	0	0	0	0	0	0	5
OG0011742	a	0	0	0	0	0	0	5
OG0011743	a	1	1	1	1	0	0	0
OG0011744	a	1	1	1	1	0	0	0
OG0011745	a	1	1	1	1	0	0	0
OG0011746	a	3	1	0	0	0	0	0
OG0011747	a	1	0	0	0	1	1	1
OG0011748	a	1	0	2	1	0	0	0
OG0011749	a	1	1	0	0	0	1	1
OG0011750	a	1	1	1	0	0	0	1
OG0011751	a	1	1	0	0	1	1	0
OG0011752	a	1	1	0	0	1	1	0
OG0011753	a	1	0	0	0	1	1	1
OG0011754	a	1	1	0	2	0	0	0
OG0011755	a	1	0	0	0	1	1	1
OG0011756	a	4	0	0	0	0	0	0
OG0011757	a	3	0	1	0	0	0	0
OG0011758	a	1	1	1	1	0	0	0
OG0011759	a	1	1	1	1	0	0	0
OG0011760	a	1	0	0	0	1	1	1
OG0011761	a	1	1	1	1	0	0	0
OG0011762	a	1	1	1	0	0	0	1
OG0011763	a	1	1	1	1	0	0	0
OG0011764	a	1	1	0	0	1	1	0
OG0011765	a	1	1	1	1	0	0	0
OG0011766	a	1	1	0	0	0	1	1
OG0011767	a	1	1	0	1	0	0	1
OG0011768	a	1	0	0	0	1	1	1
OG0011769	a	1	1	1	0	1	0	0
OG0011770	a	1	0	0	0	1	1	1
OG0011771	a	1	0	0	0	1	1	1
OG0011772	a	1	0	0	0	1	1	1
OG0011773	a	1	0	0	0	1	1	1
OG0011774	a	1	1	1	1	0	0	0
OG0011775	a	1	0	0	0	1	1	1
OG0011776	a	1	0	0	0	1	1	1
OG0011777	a	1	0	0	0	0	2	1
OG0011778	a	1	0	1	0	1	1	0
OG0011779	a	1	1	1	0	0	1	0
OG0011780	a	1	1	0	1	0	0	1
OG0011781	a	1	1	1	1	0	0	0
OG0011782	a	1	0	0	1	0	1	1
OG0011783	a	1	1	1	1	0	0	0
OG0011784	a	1	0	0	1	1	0	1
OG0011785	a	1	0	0	0	1	1	1
OG0011786	a	1	0	1	0	0	1	1
OG0011787	a	1	0	0	2	0	1	0
OG0011788	a	1	0	0	0	0	1	2
OG0011789	a	1	1	1	1	0	0	0
OG0011790	a	1	0	0	0	1	1	1
OG0011791	a	1	1	1	1	0	0	0
OG0011792	a	1	1	1	1	0	0	0
OG0011793	a	1	0	0	0	1	1	1
OG0011794	a	1	1	1	1	0	0	0
OG0011795	a	1	1	0	0	0	2	0
OG0011796	a	1	1	1	1	0	0	0
OG0011797	a	1	1	1	1	0	0	0
OG0011798	a	2	1	1	0	0	0	0
OG0011799	a	1	1	1	1	0	0	0
OG0011800	a	1	1	1	1	0	0	0
OG0011801	a	1	0	1	1	0	0	1
OG0011802	a	1	1	0	0	1	1	0
OG0011803	a	1	1	0	0	0	1	1
OG0011804	a	1	0	0	0	1	1	1
OG0011805	a	1	0	0	0	1	1	1
OG0011806	a	1	0	0	0	1	1	1
OG0011807	a	1	0	0	0	1	1	1
OG0011808	a	1	1	1	1	0	0	0
OG0011809	a	1	1	0	0	1	0	1
OG0011810	a	1	2	0	1	0	0	0
OG0011811	a	2	0	1	1	0	0	0
OG0011812	a	1	0	0	0	1	1	1
OG0011813	a	1	1	0	1	0	1	0
OG0011814	a	1	1	0	0	1	1	0
OG0011815	a	1	0	0	3	0	0	0
OG0011816	a	1	0	0	0	1	1	1
OG0011817	a	1	1	1	1	0	0	0
OG0011818	a	1	1	1	1	0	0	0
OG0011819	a	1	0	1	2	0	0	0
OG0011820	a	1	0	2	1	0	0	0
OG0011821	a	1	1	0	1	0	0	1
OG0011822	a	1	1	0	0	0	1	1
OG0011823	a	2	1	0	1	0	0	0
OG0011824	a	1	1	1	1	0	0	0
OG0011825	a	1	1	1	1	0	0	0
OG0011826	a	1	1	1	1	0	0	0
OG0011827	a	1	1	0	1	0	0	1
OG0011828	a	1	1	1	1	0	0	0
OG0011829	a	1	1	1	1	0	0	0
OG0011830	a	1	1	1	1	0	0	0
OG0011831	a	1	1	1	1	0	0	0
OG0011832	a	1	1	1	1	0	0	0
OG0011833	a	1	0	0	0	1	1	1
OG0011834	a	1	1	0	0	1	1	0
OG0011835	a	1	0	0	0	1	1	1
OG0011836	a	2	1	0	0	0	0	1
OG0011837	a	3	0	0	1	0	0	0
OG0011838	a	1	0	0	0	1	1	1
OG0011839	a	2	1	1	0	0	0	0
OG0011840	a	1	1	1	1	0	0	0
OG0011841	a	1	1	1	1	0	0	0
OG0011842	a	1	1	0	1	0	0	1
OG0011843	a	1	1	0	1	0	0	1
OG0011844	a	1	0	0	0	1	1	1
OG0011845	a	1	1	1	1	0	0	0
OG0011846	a	1	1	0	0	0	1	1
OG0011847	a	1	2	1	0	0	0	0
OG0011848	a	1	1	1	1	0	0	0
OG0011849	a	1	1	1	0	0	1	0
OG0011850	a	1	1	0	0	0	1	1
OG0011851	a	1	1	1	1	0	0	0
OG0011852	a	1	1	1	1	0	0	0
OG0011853	a	1	1	1	0	1	0	0
OG0011854	a	1	1	1	1	0	0	0
OG0011855	a	2	1	0	1	0	0	0
OG0011856	a	1	1	1	1	0	0	0
OG0011857	a	1	1	1	1	0	0	0
OG0011858	a	1	1	1	1	0	0	0
OG0011859	a	1	1	0	0	1	0	1
OG0011860	a	1	1	0	0	1	1	0
OG0011861	a	1	1	1	1	0	0	0
OG0011862	a	1	1	1	0	0	0	1
OG0011863	a	1	1	1	0	0	1	0
OG0011864	a	1	1	1	1	0	0	0
OG0011865	a	1	1	1	1	0	0	0
OG0011866	a	1	1	0	0	0	1	1
OG0011867	a	1	1	0	1	0	1	0
OG0011868	a	1	1	1	1	0	0	0
OG0011869	a	1	1	0	0	1	0	1
OG0011870	a	1	0	0	1	0	1	1
OG0011871	a	1	1	0	1	0	1	0
OG0011872	a	1	1	0	0	0	1	1
OG0011873	a	1	1	1	0	1	0	0
OG0011874	a	1	1	0	0	0	0	2
OG0011875	a	1	0	0	0	1	2	0
OG0011876	a	1	1	1	1	0	0	0
OG0011877	a	1	1	1	1	0	0	0
OG0011878	a	1	0	0	1	1	1	0
OG0011879	a	1	1	1	0	0	1	0
OG0011880	a	1	1	1	1	0	0	0
OG0011881	a	1	1	1	1	0	0	0
OG0011882	a	1	1	1	1	0	0	0
OG0011883	a	1	1	1	1	0	0	0
OG0011884	a	1	1	0	0	1	1	0
OG0011885	a	1	0	0	0	1	1	1
OG0011886	a	1	1	1	1	0	0	0
OG0011887	a	1	1	1	1	0	0	0
OG0011888	a	1	0	0	0	1	1	1
OG0011889	a	1	1	0	0	1	1	0
OG0011890	a	1	0	0	0	1	1	1
OG0011891	a	1	0	2	0	0	1	0
OG0011892	a	1	0	0	1	1	1	0
OG0011893	a	2	0	0	2	0	0	0
OG0011894	a	1	1	0	0	1	0	1
OG0011895	a	1	1	0	0	0	1	1
OG0011896	a	1	1	1	1	0	0	0
OG0011897	a	1	1	1	1	0	0	0
OG0011898	a	1	0	0	0	1	1	1
OG0011899	a	1	1	0	0	1	1	0
OG0011900	a	1	0	1	2	0	0	0
OG0011901	a	1	1	1	1	0	0	0
OG0011902	a	1	0	1	0	1	1	0
OG0011903	a	2	0	1	1	0	0	0
OG0011904	a	1	1	1	0	0	0	1
OG0011905	a	1	1	1	1	0	0	0
OG0011906	a	1	1	0	2	0	0	0
OG0011907	a	1	1	0	1	0	1	0
OG0011908	a	1	1	0	0	0	1	1
OG0011909	a	1	1	1	1	0	0	0
OG0011910	a	1	0	0	1	0	1	1
OG0011911	a	1	0	0	1	1	1	0
OG0011912	a	1	1	1	1	0	0	0
OG0011913	a	1	0	0	0	1	1	1
OG0011914	a	1	1	0	0	1	1	0
OG0011915	a	1	0	0	0	1	1	1
OG0011916	a	1	0	0	0	1	1	1
OG0011917	a	1	1	0	1	1	0	0
OG0011918	a	1	1	1	1	0	0	0
OG0011919	a	1	0	0	0	1	1	1
OG0011920	a	1	1	0	0	1	1	0
OG0011921	a	1	1	1	1	0	0	0
OG0011922	a	1	1	0	0	1	1	0
OG0011923	a	1	1	1	1	0	0	0
OG0011924	a	1	1	0	0	1	1	0
OG0011925	a	1	0	1	1	0	0	1
OG0011926	a	1	0	0	0	1	1	1
OG0011927	a	1	0	0	0	2	1	0
OG0011928	a	2	1	0	1	0	0	0
OG0011929	a	1	0	0	0	1	1	1
OG0011930	a	1	0	1	2	0	0	0
OG0011931	a	1	1	1	1	0	0	0
OG0011932	a	1	1	0	0	1	1	0
OG0011933	a	1	0	1	2	0	0	0
OG0011934	a	1	1	1	1	0	0	0
OG0011935	a	1	1	0	1	0	1	0
OG0011936	a	1	1	1	1	0	0	0
OG0011937	a	1	0	0	1	1	0	1
OG0011938	a	1	1	0	0	1	1	0
OG0011939	a	1	1	0	0	1	0	1
OG0011940	a	1	1	1	1	0	0	0
OG0011941	a	1	0	0	0	0	2	1
OG0011942	a	1	1	1	1	0	0	0
OG0011943	a	1	1	1	0	1	0	0
OG0011944	a	1	0	0	0	1	1	1
OG0011945	a	1	0	0	0	1	1	1
OG0011946	a	1	1	1	1	0	0	0
OG0011947	a	2	1	0	1	0	0	0
OG0011948	a	1	1	0	0	0	1	1
OG0011949	a	1	0	0	1	1	1	0
OG0011950	a	1	1	0	0	1	1	0
OG0011951	a	1	1	0	0	1	1	0
OG0011952	a	1	1	0	0	1	1	0
OG0011953	a	1	1	0	0	0	1	1
OG0011954	a	1	1	0	1	0	1	0
OG0011955	a	2	1	0	1	0	0	0
OG0011956	a	1	1	1	1	0	0	0
OG0011957	a	1	0	1	1	0	1	0
OG0011958	a	1	1	0	1	0	1	0
OG0011959	a	1	1	1	1	0	0	0
OG0011960	a	2	1	1	0	0	0	0
OG0011961	a	1	1	1	1	0	0	0
OG0011962	a	1	1	1	0	0	0	1
OG0011963	a	1	1	0	0	0	1	1
OG0011964	a	1	1	0	1	1	0	0
OG0011965	a	1	1	1	1	0	0	0
OG0011966	a	1	1	0	1	0	1	0
OG0011967	a	1	1	1	1	0	0	0
OG0011968	a	1	1	1	1	0	0	0
OG0011969	a	1	1	0	0	0	1	1
OG0011970	a	1	1	1	1	0	0	0
OG0011971	a	2	0	0	1	0	0	1
OG0011972	a	1	1	0	0	1	1	0
OG0011973	a	1	1	1	1	0	0	0
OG0011974	a	1	0	0	3	0	0	0
OG0011975	a	1	0	0	0	1	1	1
OG0011976	a	1	1	1	1	0	0	0
OG0011977	a	1	0	0	1	0	1	1
OG0011978	a	1	1	0	0	1	1	0
OG0011979	a	1	1	0	1	0	0	1
OG0011980	a	1	1	1	1	0	0	0
OG0011981	a	1	1	1	0	0	0	1
OG0011982	a	1	1	1	1	0	0	0
OG0011983	a	1	1	0	0	1	1	0
OG0011984	a	1	0	0	1	1	0	1
OG0011985	a	1	1	0	0	0	1	1
OG0011986	a	1	1	1	1	0	0	0
OG0011987	a	1	0	0	0	1	1	1
OG0011988	a	1	1	1	1	0	0	0
OG0011989	a	1	1	1	1	0	0	0
OG0011990	a	1	0	0	0	1	1	1
OG0011991	a	1	0	0	1	1	0	1
